Reporting Fiscal Year,Agency,Agency Name,Resource indicators,Previous FY Actual,Current FY Plan,Current FY Updated Plan,Next FY Plan,Previous FY 4-Month Actual,Current FY 4-Month Actual,Notes
2024,SCA,SCHOOL CONSTRUCTION AUTHORITY,"Capital commitments ($000,000)","$4,654.40","$5,051.20","$5,088.60","$3,187.90",$751.70,$724.40,
2024,TLC,NYC TAXI AND LIMOUSINE COMM,"Expenditures ($000,000)",$160.60,$60.30,$61.10,$59.50,$70.90,$23.10,Includes all funds.
2024,TLC,NYC TAXI AND LIMOUSINE COMM,"Revenues ($000,000)",$70.10,$58.70,$64.00,$60.60,$24.80,$22.80,
2024,TLC,NYC TAXI AND LIMOUSINE COMM,Personnel,462,555,622,619,483,459,
2024,TLC,NYC TAXI AND LIMOUSINE COMM,Overtime paid ($000),$886,$809,$881,$809,$232,$418,
2017,FDNY,FIRE DEPARTMENT,Personnel (civilian),"5,900","6,020","6,027","6,030","5,676","6,022",
2017,ACS,ADMIN FOR CHILDREN'S SERVICES,"Overtime paid ($000,000)",$33.90,$17.50,$17.50,$17.50,"9,4",$10.70,
2017,NYPD,POLICE DEPARTMENT,Work Experience Program (WEP) enrollment,74,*,*,*,100,61,
2017,ACS,ADMIN FOR CHILDREN'S SERVICES,"Capital commitments ($000,000)",$10.20,$101.60,$120.30,$102.80,$2.70,$6.50,
2017,ACS,ADMIN FOR CHILDREN'S SERVICES,"Human services contract budget ($000,000)","$1,710.30","$1,746.30","$1,780.90","$1,774.40",$554.40,$565.20,
2017,BIC,BUSINESS INTEGRITY COMMISSION,"Expenditures ($000,000)",$8.10,$9.10,$10.30,$8.50,$3.80,$4.20,Includes all funds.
2017,BIC,BUSINESS INTEGRITY COMMISSION,"Revenues ($000,000)",$6.90,$6.40,$6.40,$5.60,$2.80,$1.40,
2017,BIC,BUSINESS INTEGRITY COMMISSION,Personnel,77,88,89,88,75,81,
2017,BIC,BUSINESS INTEGRITY COMMISSION,Overtime paid ($000),$57,$24,$42,$24,$23,$21,
2017,BOE,BOARD OF ELECTIONS,"Expenditures ($000,000)",$116.70,$123.70,$132.40,$98.60,$36.20,$51.90,Includes all funds.
2017,BOE,BOARD OF ELECTIONS,Revenues ($000),$47,$116,$116,$116,$16,$20,
2017,BOE,BOARD OF ELECTIONS,Personnel,752,"1,037","1,067","1,067",641,776,
2017,BOE,BOARD OF ELECTIONS,"Overtime paid ($000,000)",$7.20,$4.90,$4.90,$2.30,$1.90,$4.20,
2017,CCHR,COMMISSION ON HUMAN RIGHTS,"Expenditures ($000,000)",$8.80,$11.60,$12.10,$11.40,$2.20,$3.40,Includes all funds.
2017,CCHR,COMMISSION ON HUMAN RIGHTS,Personnel,89,123,131,131,78,103,
2017,CCHR,COMMISSION ON HUMAN RIGHTS,Overtime paid ($000),$7,$11,$11,$11,$1,$2,
2017,CCRB,COMMISSION ON HUMAN RIGHTS,"Expenditures ($000,000)",$14.10,$16.30,$16.20,$16.50,$4.20,$4.90,Includes all funds.
2017,CCRB,COMMISSION ON HUMAN RIGHTS,Personnel,164,194,193,192,160,169,
2017,CCRB,COMMISSION ON HUMAN RIGHTS,Overtime paid ($000),$360,$0,$0,$0,$93,$98,
2017,CUNY,CITY UNIVERSITY OF NEW YORK,"Expenditures ($000,000)","$1,018.70","$1,055.00","$1,197.80","$1,106.60",$293.90,$229.20,Includes all funds.
2017,CUNY,CITY UNIVERSITY OF NEW YORK,"Revenues ($000,000)",$401.10,$414.30,$414.30,$415.30,$63.90,$67.00,
2017,CUNY,CITY UNIVERSITY OF NEW YORK,Personnel,"8,979","9,741","9,741","9,896","10,232","10,220",
2017,CUNY,CITY UNIVERSITY OF NEW YORK,"Overtime paid ($000,000)",$7.30,$1.60,$1.70,$1.60,$2.30,$2.20,
2017,DCWP,DEPT OF CONSUMER & WORKER PROTECTION,"Expenditures ($000,000)",$36.20,$40.60,$40.40,$41.00,$12.90,$12.10,Includes all funds.
2017,DCWP,DEPT OF CONSUMER & WORKER PROTECTION,"Revenues ($000,000)",$32.00,$27.30,$27.60,$28.00,$8.10,$7.50,
2017,DCWP,DEPT OF CONSUMER & WORKER PROTECTION,Personnel,360,441,440,439,364,355,
2017,DCWP,DEPT OF CONSUMER & WORKER PROTECTION,Overtime paid ($000),$285,$59,$77,$57,$35,$46,
2017,DCAS,DEPARTMENT OF CITYWIDE ADMIN SERVICES,"Expenditures ($000,000)","$1,117.80","$1,180.70","$1,206.70","$1,133.60",$903.30,$852.40,Includes all funds.
2017,DCAS,DEPARTMENT OF CITYWIDE ADMIN SERVICES,"Revenues ($000,000)",$109.60,$62.40,$68.40,$60.30,$27.60,$27.80,
2017,DCAS,DEPARTMENT OF CITYWIDE ADMIN SERVICES,Personnel,"2,179","2,512","2,642","2,645","2,090","2,177",
2017,DCAS,DEPARTMENT OF CITYWIDE ADMIN SERVICES,"Overtime paid ($000,000)",$22.20,$16.20,$19.80,$19.30,$6.10,$7.90,
2017,DCAS,DEPARTMENT OF CITYWIDE ADMIN SERVICES,"Capital commitments ($000,000)",$123.80,$376.60,$366.10,$526.50,$41.60,$7.40,
2017,DCAS,DEPARTMENT OF CITYWIDE ADMIN SERVICES,Work Experience Program (WEP) enrollment,284,*,*,*,506,287,
2017,DCLA,DEPARTMENT OF CULTURAL AFFAIRS,"Expenditures ($000,000)",$163.10,$181.80,$186.90,$143.70,$90.40,$99.60,Includes all funds.
2017,DCLA,DEPARTMENT OF CULTURAL AFFAIRS,Personnel,67,73,74,71,63,66,
2017,DCLA,DEPARTMENT OF CULTURAL AFFAIRS,Overtime paid ($000),$0,$0,$0,$0,$0,$0,
2017,DCLA,DEPARTMENT OF CULTURAL AFFAIRS,"Capital commitments ($000,000)",$113.90,$214.90,$542.90,$350.50,$13.00,$11.20,
2017,DCP,DEPARTMENT OF CITY PLANNING,"Expenditures ($000,000)",$31.20,$46.30,$47.10,$42.50,$10.50,$16.50,Includes all funds.
2017,DCP,DEPARTMENT OF CITY PLANNING,"Revenues ($000,000)",$3.00,$2.00,$2.00,$2.00,$1.30,$0.70,
2017,DCP,DEPARTMENT OF CITY PLANNING,Personnel,296,381,387,382,284,298,
2017,DCP,DEPARTMENT OF CITY PLANNING,Overtime paid ($000),$66,$29,$32,$32,$20,$14,
2017,DOHMH,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"Capital commitments ($000,000)",$23.90,$72.40,$136.90,$152.00,$3.80,$5.60,
2023,311,311,"Expenditures ($000,000)",$71.30,$58.90,$54.70,$55.10,$23.20,$26.50,This is a subtotal of the Department of Information Technology and Telecommunications total.  Includes all funds.
2023,311,311,Personnel,352,388,388,388,368,350,This is a subtotal of the Department of Information Technology and Telecommunications total.
2023,311,311,Overtime paid ($000),$239,$239,$239,$239,$66,$32,This is a subtotal of the Department of Information Technology and Telecommunications total.
2023,ACS,ADMIN FOR CHILDREN'S SERVICES,"Expenditures ($000,000)","$2,646.80","$2,767.00","$2,796.10","$2,696.00","$1,238.80","$1,345.50",Includes all funds.
2023,ACS,ADMIN FOR CHILDREN'S SERVICES,"Revenues ($000,000)",$6.00,$3.40,$3.40,$3.40,$1.80,$2.20,
2023,ACS,ADMIN FOR CHILDREN'S SERVICES,Personnel,"6,341","7,120","7,138","7,138","6,759","6,238",
2023,ACS,ADMIN FOR CHILDREN'S SERVICES,"Overtime paid ($000,000)",$39.80,$39.20,$39.20,$39.20,$9.10,$12.60,
2023,ACS,ADMIN FOR CHILDREN'S SERVICES,"Capital commitments ($000,000)",$15.70,$159.10,$39.60,$124.00,$1.10,$5.10,
2023,ACS,ADMIN FOR CHILDREN'S SERVICES,"Human services contract budget ($000,000)","$1,403.30","$1,464.60","$1,495.40","$1,431.80",$437.40,$461.00,
2023,BIC,BUSINESS INTEGRITY COMMISSION,"Expenditures ($000,000)",$8.70,$9.30,$8.90,$8.40,$4.30,$4.40,Includes all funds.
2023,BIC,BUSINESS INTEGRITY COMMISSION,"Revenues ($000,000)",$6.80,$4.90,$4.90,$6.60,$2.20,$2.20,
2023,BIC,BUSINESS INTEGRITY COMMISSION,Personnel,71,82,77,76,76,70,
2023,BIC,BUSINESS INTEGRITY COMMISSION,Overtime paid ($000),$120,$25,$38,$25,$43,$25,
2023,BOE,BOARD OF ELECTIONS,"Expenditures ($000,000)",$222.20,$232.40,$235.50,$136.70,$41.40,$65.40,Includes all funds.
2023,BOE,BOARD OF ELECTIONS,Revenues ($000),$46.90,$38.00,$38.00,$38.00,$6.60,$8.60,
2023,BOE,BOARD OF ELECTIONS,Personnel,841,682,652,652,888,833,
2023,BOE,BOARD OF ELECTIONS,"Overtime paid ($000,000)",$11.60,$11.50,$8.30,$8.30,$2.60,$4.60,
2023,CCHR,COMMISSION ON HUMAN RIGHTS,"Expenditures ($000,000)",$11.20,$15.20,$13.90,$12.80,$4.40,$3.80,Includes all funds.
2023,CCHR,COMMISSION ON HUMAN RIGHTS,Personnel,101,146,126,126,110,104,
2023,CCHR,COMMISSION ON HUMAN RIGHTS,Overtime paid ($000),$1,$15,$15,$15,$1,$0,
2023,CCRB,COMMISSION ON HUMAN RIGHTS,"Expenditures ($000,000)",$21.50,$23.50,$22.80,$22.40,$5.90,$6.00,Includes all funds.
2023,CCRB,COMMISSION ON HUMAN RIGHTS,Personnel,217,265,265,243,200,214,
2023,CCRB,COMMISSION ON HUMAN RIGHTS,Overtime paid ($000),$263,$250,$250,$250,$66,$59,
2023,CUNY,CITY UNIVERSITY OF NEW YORK,"Expenditures ($000,000)","$1,231.70","$1,444.60","$1,490.90","$1,276.60",$362.70,$365.00,Includes all funds.
2023,CUNY,CITY UNIVERSITY OF NEW YORK,"Revenues ($000,000)",$237.40,$415.30,$415.30,$415.30,$53.70,$45.80,
2023,CUNY,CITY UNIVERSITY OF NEW YORK,Personnel,"7,472","10,158","9,860","9,775","8,413","8,272",
2023,CUNY,CITY UNIVERSITY OF NEW YORK,"Overtime paid ($000,000)",$6.70,$3.60,$2.90,$3.60,$1.70,$2.20,
2023,DCWP,DEPT OF CONSUMER & WORKER PROTECTION,"Expenditures ($000,000)",$59.40,$69.90,$67.50,$64.20,$21.10,$33.60,Includes all funds.
2023,DCWP,DEPT OF CONSUMER & WORKER PROTECTION,"Revenues ($000,000)",$16.90,$15.90,$20.60,$16.70,$5.60,$7.20,
2023,DCWP,DEPT OF CONSUMER & WORKER PROTECTION,Personnel,400,485,$449,$448,359,410,
2023,DCWP,DEPT OF CONSUMER & WORKER PROTECTION,Overtime paid ($000),$46,$114,$115,$114,$10,$25,
2023,DCAS,DEPARTMENT OF CITYWIDE ADMIN SERVICES,"Expenditures ($000,000)","$1,532.70","$1,509.80","$1,628.90","$1,463.60","$1,020.40","$1,164.40",Includes all funds.
2023,DCAS,DEPARTMENT OF CITYWIDE ADMIN SERVICES,"Revenues ($000,000)",$63.30,$53.30,$60.90,$66.20,$21.40,$22.80,
2023,DCAS,DEPARTMENT OF CITYWIDE ADMIN SERVICES,Personnel,"2,063","2,631","2,557","2,528","2,206","2,074",
2023,DCAS,DEPARTMENT OF CITYWIDE ADMIN SERVICES,"Overtime paid ($000,000)",$28.00,$23.30,$23.00,$22.40,$7.50,$9.00,
2023,DCAS,DEPARTMENT OF CITYWIDE ADMIN SERVICES,"Capital commitments ($000,000)",$48.50,$318.20,$241.90,$241.40,$13.60,$22.80,
2023,DCLA,DEPARTMENT OF CULTURAL AFFAIRS,"Expenditures ($000,000)",$229.80,$238.10,$239.80,$149.80,$116.90,$114.40,Includes all funds.
2023,DCLA,DEPARTMENT OF CULTURAL AFFAIRS,Personnel,61,66,72,72,62,62,
2023,DCLA,DEPARTMENT OF CULTURAL AFFAIRS,Overtime paid ($000),$0,$0,$6,$0,$0,$6,
2023,DCLA,DEPARTMENT OF CULTURAL AFFAIRS,"Capital commitments ($000,000)",$55.70,$199.20,$155.90,$131.90,$9.40,$13.90,
2023,DCP,DEPARTMENT OF CITY PLANNING,"Expenditures ($000,000)",$36.40,$49.10,$46.50,$44.30,$18.80,$19.30,Includes all funds.
2023,DCP,DEPARTMENT OF CITY PLANNING,"Revenues ($000,000)",$3.30,$2.00,$2.60,$46.50,$0.90,$0.90,
2023,DCP,DEPARTMENT OF CITY PLANNING,Personnel,290,378,361,370,281,290,
2023,DCP,DEPARTMENT OF CITY PLANNING,Overtime paid ($000),$36,$32,$32,$32,$7,$11,
2023,DDC,DEPARTMENT OF DESIGN & CONSTRUCTION,"Expenditures ($000,000)",$201.60,$184.20,$294.00,$145.20,$105.80,$111.40,Includes all funds.
2023,DDC,DEPARTMENT OF DESIGN & CONSTRUCTION,Revenues ($000),$6.60,$150.00,$50.00,$50.00,$0.20,$0.00,
2023,DDC,DEPARTMENT OF DESIGN & CONSTRUCTION,Personnel,"1,131","1,319","1,198","1,195","1,197","1,090",
2023,DDC,DEPARTMENT OF DESIGN & CONSTRUCTION,"Overtime paid ($000,000)",$1.40,$1.10,$1.10,$1.10,$0.30,$0.50,
2023,DDC,DEPARTMENT OF DESIGN & CONSTRUCTION,"Capital commitments (capital projects managed for client agencies) ($000,000)","$2,193.70","$1,874.70","$1,861.10",*,NA,NA,
2023,DEP,DEPARTMENT OF ENVIRONMENTAL PROTECTION,"Expenditures ($000,000)","$1,449.90","$1,623.10","$1,670.50","$1,543.00",$626.40,$704.70,Includes all funds.
2023,DEP,DEPARTMENT OF ENVIRONMENTAL PROTECTION,"Revenues ($000,000)",$23.80,$18.90,$19.90,$20.60,$5.90,$6.40,DEP revenues shown here do not include any of the approximately $1.5 billion the City receives annually from the NYC Water Board in reimbursement for operations & maintenance and in rent.
2023,DEP,DEPARTMENT OF ENVIRONMENTAL PROTECTION,Personnel,"5,592","6,594","6,507","6,472","5,800","5,568",
2023,DEP,DEPARTMENT OF ENVIRONMENTAL PROTECTION,"Overtime paid ($000,000)",$55.00,$44.60,$45.80,$44.60,$17.00,$19.10,
2023,DEP,DEPARTMENT OF ENVIRONMENTAL PROTECTION,"Capital commitments ($000,000)","$1,609.60","$2,138.90","$2,271.80","$3,312.10",$122.60,$479.80,
2023,DFTA,DEPARTMENT FOR THE AGING,"Expenditures ($000,000)",$502.60,$540.60,$534.90,$466.70,$235.60,$341.80,Includes all funds.
2023,DFTA,DEPARTMENT FOR THE AGING,"Revenues ($000,000)",$2.40,$1.00,$1.00,$1.00,$0.40,$2.60,
2023,DFTA,DEPARTMENT FOR THE AGING,Personnel,304,368,349,349,429,306,Personnel’ includes the full-time equivalent of non-DFTA employees who are older New Yorkers participating in DFTA’s Senior Employment (Title V) program.
2023,DFTA,DEPARTMENT FOR THE AGING,Overtime paid ($000),$26,$0,$31,$0,$8,$10,
2023,DFTA,DEPARTMENT FOR THE AGING,"Capital commitments ($000,000)",$1.30,$13.10,$14.80,$8.50,$0.10,$2.40,
2023,DFTA,DEPARTMENT FOR THE AGING,"Human services contract budget ($000,000)",$445.40,$335.10,$440.00,$288.50,$126.70,$194.10,
2023,DHS,DEPARTMENT OF HOMELESS SERVICES,"Expenditures ($000,000)","$2,732.80","$2,404.10","$3,021.40","$2,334.90","$1,701.40","$1,804.10",Includes all funds.
2023,DHS,DEPARTMENT OF HOMELESS SERVICES,Personnel,"1,849","2,057","2,001","1,920","1,981","1,845",
2023,DHS,DEPARTMENT OF HOMELESS SERVICES,"Overtime paid ($000,000)",$19.60,$14.90,$14.90,$14.90,$5.40,$6.60,
2023,DHS,DEPARTMENT OF HOMELESS SERVICES,"Capital commitments ($000,000)",$26.90,$60.60,$46.30,$57.00,$2.20,$4.50,
2023,DHS,DEPARTMENT OF HOMELESS SERVICES,"Human services contract budget ($000,000)","$2,420.00","$2,078.50","$2,676.60","$2,026.70",$715.90,$820.50,
2023,DOB,DEPARTMENT OF BUILDINGS,"Expenditures ($000,000)",$196.40,$238.80,$219.00,$187.80,$74.80,$71.70,Includes all funds.
2023,DOB,DEPARTMENT OF BUILDINGS,"Revenues ($000,000)",$336.30,$338.70,$329.00,$337.70,$107.40,$106.70,
2023,DOB,DEPARTMENT OF BUILDINGS,Personnel,"1,560","1,992","1,909","1,858","1,617","1,535",
2023,DOB,DEPARTMENT OF BUILDINGS,"Overtime paid ($000,000)",$7.70,$3.00,$3.00,$3.00,$2.20,$2.50,
2023,DOC,DEPARTMENT OF CORRECTION,"Expenditures ($000,000)","$1,391.80","$1,275.40","$1,250.40","$1,196.10",$466.10,$462.30,Includes all funds.
2023,DOC,DEPARTMENT OF CORRECTION,"Revenues ($000,000)",$11.80,$15.30,$11.80,$11.80,$3.90,$3.60,
2023,DOC,DEPARTMENT OF CORRECTION,Personnel (uniformed),"7,068","7,060","7,060","7,060","7,842","6,735",
2023,DOC,DEPARTMENT OF CORRECTION,Personnel (civilian),"1,559","2,042","1,797","1,796","1,621","1,523",
2023,DOC,DEPARTMENT OF CORRECTION,"Overtime paid ($000,000)",$262.90,$132.70,$132.70,$132.70,$75.60,$83.50,
2023,DOC,DEPARTMENT OF CORRECTION,"Capital commitments ($000,000)",$499.30,"$1,137.90","$1,129.70","$2,391.10",$9.00,$33.10,
2023,DOE,DEPARTMENT OF EDUCATION,"Expenditures ($000,000)","$31,558.00","$31,032.00","$31,247.40","$30,736.70","$12,694.10","$12,978.90",Includes all funds.
2023,DOE,DEPARTMENT OF EDUCATION,"Revenues ($000,000)",$51.00,$52.70,$52.70,$52.70,$19.60,$13.60,
2023,DOE,DEPARTMENT OF EDUCATION,Personnel,"141,748","154,085","153,725","152,905","138,980","140,155",
2023,DOE,DEPARTMENT OF EDUCATION,"Overtime paid ($000,000)",$32.00,$15.30,$15.30,$17.70,$4.70,$5.50,
2023,DOE,DEPARTMENT OF EDUCATION,"Human services contract budget ($000,000)","$1,684.50","$1,268.00","$1,291.00","$1,259.00",$521.30,$642.30,
2023,DOF,DEPARTMENT OF FINANCE,"Expenditures ($000,000)",$301.20,$343.70,$343.30,$332.20,$121.80,$145.20,Includes all funds.
2023,DOF,DEPARTMENT OF FINANCE,"Revenues ($000,000)","$1,064.00",$905.00,"$1,126.60",$982.20,$334.80,$465.30,
2023,DOF,DEPARTMENT OF FINANCE,Personnel,"1,725","2,044","1,928","1,928","1,871","1,661",
2023,DOF,DEPARTMENT OF FINANCE,Overtime paid ($000),"$7,424","$1,358","$2,193","$1,358","$1,732","$2,193",
2023,DOHMH,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"Expenditures ($000,000)","$2,613.20","$2,284.50","$2,887.50","$2,027.40","$1,432.60","$1,561.90",Includes all funds.
2023,DOHMH,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"Revenues ($000,000)",$34.00,$32.00,$30.80,$32.00,$10.70,$10.80,
2023,DOHMH,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,Personnel,"6,090","7,240","6,880","6,851","6,294","6,104",
2023,DOHMH,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"Overtime paid ($000,000)",$22.50,$5.50,$17.60,$5.60,$7.40,$8.50,
2023,DOHMH,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"Capital commitments ($000,000)",$248.50,$512.60,$561.40,$94.30,$53.90,$216.30,
2023,DOHMH,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"Human services contract budget ($000,000)",$780.10,$890.50,$950.90,$882.80,$256.40,$286.30,
2023,DOI,DEPARTMENT OF INVESTIGATION,"Expenditures ($000,000)",$49.90,$53.50,$56.90,$45.30,$29.30,$30.20,Includes all funds.
2023,DOI,DEPARTMENT OF INVESTIGATION,"Revenues ($000,000)",$2.60,$2.40,$2.40,$3.40,$0.70,$0.40,
2023,DOI,DEPARTMENT OF INVESTIGATION,Personnel,287,350,326,295,314,277,
2023,DOI,DEPARTMENT OF INVESTIGATION,Overtime paid ($000),$377,$107,$107,$107,$161,$110,
2023,OTI,OFFICE OF TECHNOLOGY AND INNOVATION,"Expenditures ($000,000)",$924.50,$720.80,$838.90,$697.40,$524.90,$494.60,Includes all funds.
2023,OTI,OFFICE OF TECHNOLOGY AND INNOVATION,"Revenues ($000,000)",$170.30,$170.30,$160.00,$143.30,$61.10,$49.50,
2023,OTI,OFFICE OF TECHNOLOGY AND INNOVATION,Personnel,"1,564","1,760","1,659","1,642","1,602","1,519",
2023,OTI,OFFICE OF TECHNOLOGY AND INNOVATION,Overtime paid ($000),"$1,049",$315,$324,$315,$278,$324,
2023,DOP,DEPARTMENT OF PROBATION,"Expenditures ($000,000)",$113.10,$125.70,$128.10,$116.10,$53.40,$54.20,Includes all funds.
2023,DOP,DEPARTMENT OF PROBATION,Revenues ($000),$70.70,$452.00,$302.00,$302.00,$70.30,$42.80,
2023,DOP,DEPARTMENT OF PROBATION,Personnel,977,"1,104","1,118","1,092","1,049","1,008",
2023,DOP,DEPARTMENT OF PROBATION,Overtime paid ($000),$884,"$1,861","$1,861","$2,776",$188,$402,
2023,DORIS,DEPARTMENT OF RECORDS & INFORMATION SVS,"Expenditures ($000,000)",$12.40,$16.60,$16.80,$16.40,$1.80,$5.50,Includes all funds.
2023,DORIS,DEPARTMENT OF RECORDS & INFORMATION SVS,"Revenues ($000,000)",$0.70,$0.90,$0.90,$0.90,$0.20,$0.20,
2023,DORIS,DEPARTMENT OF RECORDS & INFORMATION SVS,Personnel,58,61,56,55,61,58,
2023,DORIS,DEPARTMENT OF RECORDS & INFORMATION SVS,Overtime paid ($000),$0,$0,$0,$0,$0,$0,
2023,DOT,DEPARTMENT OF TRANSPORTATION,"Expenditures ($000,000)","$1,235.40","$1,438.50","$1,460.40","$1,403.00",$582.00,$720.90,Includes all funds.
2023,DOT,DEPARTMENT OF TRANSPORTATION,"Revenues ($000,000)",$388.60,$500.80,$474.00,$460.00,$106.20,$103.90,
2023,DOT,DEPARTMENT OF TRANSPORTATION,Personnel,"5,481","6,206","6,098","6,126","5,596","5,555",
2023,DOT,DEPARTMENT OF TRANSPORTATION,"Overtime paid ($000,000)",$63.90,$69.80,$71.30,$51.90,$21.70,$24.10,
2023,DOT,DEPARTMENT OF TRANSPORTATION,"Capital commitments ($000,000)",$918.80,"$1,831.70","$1,708.90","$1,391.90",$321.70,$342.50,
2023,DPR,DEPARTMENT OF PARKS AND RECREATION,"Expenditures ($000,000)",$588.20,$624.20,$628.70,$582.70,$211.50,$200.00,Includes all funds.
2023,DPR,DEPARTMENT OF PARKS AND RECREATION,"Revenues ($000,000)",$55.70,$65.20,$63.20,$63.20,$18.00,$24.70,
2023,DPR,DEPARTMENT OF PARKS AND RECREATION,Personnel (Total FT and FTE),"7,198","8,217","8,121","7,844","6,411","7,274",
2023,DPR,DEPARTMENT OF PARKS AND RECREATION,Full-time equivalent (FTE) personnel,"3,448","3,387","3,460","3,258","2,507","3,111",
2023,DPR,DEPARTMENT OF PARKS AND RECREATION,Parks Opportunity Program (POP) participants,819,"1,603","1,603","1,603",730,892,"The Parks Opportunity Program participants, reflected as full-time equivalents, are a subtotal of the Department's total Personnel count."
2023,DPR,DEPARTMENT OF PARKS AND RECREATION,"Overtime paid ($000,000)",$29.90,$15.80,$15.90,$15.80,$10.50,$11.50,
2023,DPR,DEPARTMENT OF PARKS AND RECREATION,"Capital commitments ($000,000)",$538.40,$694.80,$762.30,$577.50,$77.10,$167.80,
2023,DSNY,DEPARTMENT OF SANITATION,"Expenditures ($000,000)","$2,040.30","$1,877.00","$1,932.90","$1,823.20",$848.20,$891.60,Includes all funds.
2023,DSNY,DEPARTMENT OF SANITATION,"Revenues ($000,000)",$20.60,$17.40,$25.80,$21.90,$5.50,$9.10,
2023,DSNY,DEPARTMENT OF SANITATION,Personnel (uniformed),"7,614","7,449","7,599","7,649","7,817","8,046",
2023,DSNY,DEPARTMENT OF SANITATION,Personnel (civilian),"2,115","2,318","2,202","2,170","2,078","2,056",
2023,DSNY,DEPARTMENT OF SANITATION,"Overtime paid ($000,000)",$284.40,$158.00,$45.80,$44.60,$81.10,$55.40,
2023,DSNY,DEPARTMENT OF SANITATION,"Capital commitments ($000,000)",$170.70,$279.50,$373.20,$899.60,$13.90,$32.50,
2023,DVS,DEPARTMENT OF VETERANS' SERVICES,"Expenditures ($000,000)",$5.70,$6.10,$5.60,$5.20,$1.70,$1.40,Includes all funds.
2023,DVS,DEPARTMENT OF VETERANS' SERVICES,Personnel,34,41,35,35,39,29,
2023,DVS,DEPARTMENT OF VETERANS' SERVICES,Overtime paid ($000),$24,$0,$26,$0,$2,$7,
2023,DYCD,DEPARTMENT OF YOUTH & COMMUNITY DEV,"Expenditures ($000,000)",$971.60,"$1,131.20","$1,153.60",$943.00,$604.80,$804.20,Includes all funds.
2023,DYCD,DEPARTMENT OF YOUTH & COMMUNITY DEV,Personnel,480,560,526,519,497,487,
2023,DYCD,DEPARTMENT OF YOUTH & COMMUNITY DEV,Overtime paid ($000),$233,$154,$154,$154,$73,$67,
2023,DYCD,DEPARTMENT OF YOUTH & COMMUNITY DEV,"Human services contract budget ($000,000)",$768.80,$725.80,$865.00,$590.10,$234.40,$330.00,
2023,EDC,ECONOMIC DEVELOPMENT CORPORATION,Personnel,502,516,516,516,462,484,
2023,EDC,ECONOMIC DEVELOPMENT CORPORATION,"Capital commitments ($000,000)",$488.90,$993.40,"$1,055.40",$659.60,$90.60,$89.40,
2023,FDNY,FIRE DEPARTMENT,"Expenditures ($000,000)","$2,486.00","$2,293.00","$2,508.50","$2,242.10",$875.50,$850.20,Includes all funds.
2023,FDNY,FIRE DEPARTMENT,"Revenues ($000,000)",$98.90,$103.50,$96.80,$95.80,$37.80,$42.50,
2023,FDNY,FIRE DEPARTMENT,Personnel (uniformed),"10,615","10,952","10,954","10,954","10,628","10,773",
2023,FDNY,FIRE DEPARTMENT,Personnel (civilian),"6,383","6,598","6,491","6,349","6,394","6,289",
2023,FDNY,FIRE DEPARTMENT,"Overtime paid ($000,000)",$465.50,$282.10,$495.40,$265.50,$129.40,$152.70,
2023,FDNY,FIRE DEPARTMENT,"Capital commitments ($000,000)",$119.20,$315.90,$338.40,$359.50,$61.30,$127.30,
2023,H + H,HEALTH AND HOSPITALS CORP,"Expenditures ($000,000)","$12,742.10","$8,873.60","$9,822.10","$9,212.90","$3,737.20","$3,252.40",Includes all funds.
2023,H + H,HEALTH AND HOSPITALS CORP,"Revenues ($000,000)","$13,474.50","$9,626.70","$10,572.80","$9,976.10","$3,581.80","$3,188.00",
2023,H + H,HEALTH AND HOSPITALS CORP,Personnel,"38,497","37,272","37,272","37,272","39,731","39,055",
2023,H + H,HEALTH AND HOSPITALS CORP,"Overtime paid ($000,000)",$192.30,$164.30,$171.20,$192.30,$73.80,$79.60,
2023,H + H,HEALTH AND HOSPITALS CORP,"Capital commitments ($000,000)",$543.70,$799.80,$839.20,$424.70,$93.80,$117.80,
2023,HPD,HOUSING AND PRESERVATION DEVELOPMENT,"Expenditures ($000,000)","$1,194.40","$1,256.80","$1,432.80","$1,195.20",$500.20,$680.20,Includes all funds.
2023,HPD,HOUSING AND PRESERVATION DEVELOPMENT,"Revenues ($000,000)",$94.70,$38.90,$59.00,$38.50,$45.40,$30.00,
2023,HPD,HOUSING AND PRESERVATION DEVELOPMENT,Personnel,"2,251","2,729","2,669","2,667","2,313","2,223",
2023,HPD,HOUSING AND PRESERVATION DEVELOPMENT,"Overtime paid ($000,000)",$3.40,$3.00,$3.00,$3.00,$0.70,$0.70,
2023,HPD,HOUSING AND PRESERVATION DEVELOPMENT,"Capital commitments ($000,000)",$915.70,"$2,097.80","$2,097.80","$1,653.00",$137.50,$38.20,
